TEAM	MATCH_UP	GAME_DATE	W/L	MIN	OFFRTG	DEFRTG	NETRTG	AST%	AST/TO	ASTRAT	OREB%	DREB%	REB%	TOV%	EFG%	TS%	PACE	PIE
NYK	NYK @ CLE	01/24/2022	L	48	97.9	100.0	-2.1	60.0	1.75	16.4	24.5	68.6	46.2	12.6	48.8	49.9	95.00	47.0
OKC	OKC vs. CHI	01/24/2022	L	48	107.8	107.8	0.1	68.4	2.36	18.4	22.8	70.0	44.9	10.8	50.0	53.6	102.50	49.0
IND	IND @ NOP	01/24/2022	L	48	110.8	115.8	-5.1	68.4	1.53	17.9	32.1	70.8	50.5	16.7	54.6	57.7	101.50	44.0
CHI	CHI @ OKC	01/24/2022	W	48	107.8	107.8	-0.1	75.6	1.63	20.8	30.0	77.2	55.1	18.4	54.5	57.0	102.50	51.0
PHX	PHX vs. UTA	01/24/2022	W	48	117.3	111.2	6.1	59.6	2.00	18.7	42.9	79.5	59.0	14.3	54.0	54.5	98.00	53.1
NOP	NOP vs. IND	01/24/2022	W	48	115.8	110.8	5.1	56.1	1.92	16.7	29.2	67.9	49.5	11.9	50.0	57.6	101.50	56.0
CLE	CLE vs. NYK	01/24/2022	W	48	100.0	97.9	2.1	82.9	1.45	20.9	31.4	75.5	53.8	21.1	51.2	52.9	95.00	53.0
CHA	CHA vs. ATL	01/23/2022	L	48	90.1	113.0	-22.9	67.6	1.44	16.7	28.1	86.0	55.1	15.8	41.4	46.0	100.50	39.4
DEN	DEN vs. DET	01/23/2022	W	48	121.9	114.4	7.4	65.9	2.23	21.0	28.9	80.0	51.3	13.5	58.8	61.5	96.50	53.1
DET	DET @ DEN	01/23/2022	L	48	114.4	121.9	-7.4	66.7	1.27	21.2	20.0	71.1	48.8	22.7	63.3	66.6	96.50	46.9
WAS	WAS vs. BOS	01/23/2022	L	48	89.7	119.6	-29.9	60.6	2.86	15.6	18.0	68.6	41.1	7.2	39.8	43.5	97.00	38.6
BOS	BOS @ WAS	01/23/2022	W	48	119.6	89.7	29.9	65.0	2.00	18.7	31.4	82.0	58.9	13.4	55.0	58.4	97.00	61.4
LAL	LAL @ MIA	01/23/2022	L	48	108.1	115.3	-7.2	55.6	1.11	15.3	26.1	79.1	51.7	18.2	52.5	58.0	98.50	44.9
TOR	TOR vs. POR	01/23/2022	L	48	105.0	114.0	-9.0	71.8	1.75	18.7	36.1	68.2	49.5	16.0	49.0	50.4	100.00	44.3
UTA	UTA @ GSW	01/23/2022	L	48	107.0	110.6	-3.6	54.8	1.42	13.8	37.7	74.5	55.0	14.0	45.1	50.5	85.50	49.7
ORL	ORL vs. CHI	01/23/2022	W	48	114.0	94.1	19.9	73.8	2.21	22.8	15.0	70.2	44.8	14.0	60.0	63.2	100.50	66.8
ATL	ATL @ CHA	01/23/2022	W	48	113.0	90.1	22.9	62.5	2.50	18.9	14.0	71.9	44.9	10.0	54.0	57.3	100.50	60.6
POR	POR @ TOR	01/23/2022	W	48	114.0	105.0	9.0	68.9	1.41	21.4	31.8	63.9	50.5	22.0	63.5	62.8	100.00	55.7
NYK	NYK vs. LAC	01/23/2022	W	48	114.6	107.4	7.2	66.7	2.00	18.4	35.2	79.6	56.3	13.5	51.6	55.4	95.50	54.3
LAC	LAC @ NYK	01/23/2022	L	48	107.4	114.6	-7.2	58.8	1.67	16.0	20.4	64.8	43.7	12.6	51.9	55.3	95.50	45.7
MIN	MIN vs. BKN	01/23/2022	W	48	133.3	122.5	10.8	50.0	2.67	17.5	23.9	58.3	41.5	8.8	59.8	64.4	102.00	56.7
PHI	PHI @ SAS	01/23/2022	W	48	119.8	113.5	6.3	50.0	2.20	16.4	34.0	70.0	52.0	10.4	51.6	56.3	96.00	49.9
MIA	MIA vs. LAL	01/23/2022	W	48	115.3	108.1	7.2	77.5	1.94	22.6	20.9	73.9	48.3	16.3	58.6	62.9	98.50	55.1
MEM	MEM @ DAL	01/23/2022	L	48	93.8	108.3	-14.5	54.1	1.33	13.9	41.5	73.8	54.2	15.5	39.4	42.4	96.50	36.9
GSW	GSW vs. UTA	01/23/2022	W	48	110.6	107.0	3.6	52.8	1.90	16.4	25.5	62.3	45.0	11.8	51.2	53.8	85.50	50.3
SAS	SAS vs. PHI	01/23/2022	L	48	113.5	119.8	-6.3	71.4	3.33	21.6	30.0	66.0	48.0	9.4	52.8	55.2	96.00	50.1
BKN	BKN @ MIN	01/23/2022	L	48	122.5	133.3	-10.8	56.3	1.42	18.1	41.7	76.1	58.5	18.6	58.4	61.5	102.00	43.3
DAL	DAL vs. MEM	01/23/2022	W	48	108.3	93.8	14.5	61.1	1.22	17.1	26.2	58.5	45.8	18.8	54.7	59.3	96.50	63.1
CHI	CHI @ ORL	01/23/2022	L	48	94.1	114.0	-19.9	30.3	0.45	8.1	29.8	85.0	55.2	21.8	46.7	52.7	100.50	33.2
OKC	OKC @ CLE	01/22/2022	L	48	91.6	98.9	-7.4	48.5	1.07	12.9	27.3	61.5	43.9	15.8	45.9	47.3	95.00	42.8
PHX	PHX vs. IND	01/22/2022	W	48	116.5	106.2	10.3	72.3	3.09	23.0	34.0	69.8	52.4	11.3	52.6	55.3	97.00	62.0
SAC	SAC @ MIL	01/22/2022	L	48	124.5	130.4	-5.9	56.9	2.07	19.7	32.0	78.7	54.6	13.7	60.3	61.0	102.00	46.8
IND	IND @ PHX	01/22/2022	L	48	106.2	116.5	-10.3	51.4	1.06	14.4	30.2	66.0	47.6	18.6	50.0	53.7	97.00	38.0
MIL	MIL vs. SAC	01/22/2022	W	48	130.4	124.5	5.9	42.2	2.71	14.6	21.3	68.0	45.4	6.9	61.0	65.2	102.00	53.2
CLE	CLE vs. OKC	01/22/2022	W	48	98.9	91.6	7.4	62.9	0.96	16.1	38.5	72.7	56.1	24.2	50.0	51.4	95.00	57.2
LAC	LAC @ PHI	01/21/2022	W	48	109.7	108.6	1.1	52.5	1.75	16.3	30.6	70.9	51.9	12.9	52.3	54.5	93.00	50.3
MIL	MIL vs. CHI	01/21/2022	W	48	97.9	94.7	3.2	58.8	2.50	15.4	25.4	80.0	51.8	8.3	42.0	46.9	95.50	51.3
MIA	MIA @ ATL	01/21/2022	L	48	117.4	118.3	-0.9	73.2	2.00	22.2	31.8	76.7	50.0	16.3	57.1	59.8	92.50	47.1
ORL	ORL vs. LAL	01/21/2022	L	48	99.1	111.5	-12.5	63.9	1.28	16.9	16.7	77.3	45.7	17.0	51.2	56.0	105.00	43.8
BKN	BKN @ SAS	01/21/2022	W	48	121.9	106.3	15.6	50.0	3.00	17.5	34.6	71.0	54.4	8.3	52.5	55.6	96.00	55.7
CHA	CHA vs. OKC	01/21/2022	W	48	117.5	96.1	21.4	75.6	2.83	21.9	31.6	74.6	54.2	11.7	54.0	56.1	102.50	64.1
DEN	DEN vs. MEM	01/21/2022	L	48	114.6	118.4	-3.9	79.1	2.62	22.7	27.1	65.9	45.7	12.6	54.4	58.3	103.00	49.6
POR	POR @ BOS	01/21/2022	W	48	116.0	110.5	5.4	55.6	1.54	16.4	19.0	77.1	50.0	13.8	57.9	61.1	94.50	49.5
MEM	MEM @ DEN	01/21/2022	W	48	118.4	114.6	3.9	44.2	1.19	14.0	34.1	72.9	54.3	15.5	59.1	61.2	103.00	50.4
UTA	UTA vs. DET	01/21/2022	W	48	115.6	105.2	10.4	61.1	2.00	17.2	24.4	76.5	52.1	11.5	51.9	59.1	96.00	56.0
WAS	WAS vs. TOR	01/21/2022	L	48	112.9	116.0	-3.1	67.4	1.61	21.3	34.1	74.0	55.3	19.4	57.1	58.7	93.50	49.6
TOR	TOR @ WAS	01/21/2022	W	48	116.0	112.9	3.1	47.6	2.50	15.7	26.0	65.9	44.7	8.5	52.8	55.9	93.50	50.4
HOU	HOU @ GSW	01/21/2022	L	48	105.1	109.4	-4.3	65.8	2.08	18.2	26.9	77.8	50.5	12.2	48.3	52.7	97.00	50.4
PHI	PHI vs. LAC	01/21/2022	L	48	108.6	109.7	-1.1	60.5	3.29	17.4	29.1	69.4	48.1	7.5	47.3	50.4	93.00	49.7
DET	DET @ UTA	01/21/2022	L	48	105.2	115.6	-10.4	57.9	2.00	16.9	23.5	75.6	47.9	11.5	51.1	53.7	96.00	44.0
ATL	ATL vs. MIA	01/21/2022	W	48	118.3	117.4	0.9	68.4	1.44	20.6	23.3	68.2	50.0	19.4	66.2	70.0	92.50	52.9
SAS	SAS vs. BKN	01/21/2022	L	48	106.3	121.9	-15.6	64.9	4.00	17.4	29.0	65.4	45.6	6.3	43.2	48.3	96.00	44.3
BOS	BOS vs. POR	01/21/2022	L	48	110.5	116.0	-5.4	67.6	2.08	19.1	22.9	81.0	50.0	12.6	51.8	57.0	94.50	50.5
OKC	OKC @ CHA	01/21/2022	L	48	96.1	117.5	-21.4	54.1	1.67	14.5	25.4	68.4	45.8	11.8	43.9	46.8	102.50	35.9
GSW	GSW vs. HOU	01/21/2022	W	48	109.4	105.1	4.3	64.1	1.32	19.1	22.2	73.1	49.5	19.8	54.3	57.9	97.00	49.6
LAL	LAL @ ORL	01/21/2022	W	48	111.5	99.1	12.5	54.8	1.21	16.9	22.7	83.3	54.3	18.3	57.1	61.0	105.00	56.2
CHI	CHI @ MIL	01/21/2022	L	48	94.7	97.9	-3.2	67.7	2.10	16.5	20.0	74.6	48.2	10.5	40.6	47.1	95.50	48.7
DAL	DAL vs. PHX	01/20/2022	L	48	102.0	109.0	-7.0	51.4	1.00	14.6	24.0	85.4	54.1	19.2	50.0	53.8	99.50	40.8
IND	IND @ GSW	01/20/2022	W	53	110.0	105.4	4.6	56.1	1.28	15.1	33.3	66.7	50.0	16.4	51.1	55.0	100.08	48.8
GSW	GSW vs. IND	01/20/2022	L	53	105.4	110.0	-4.6	66.7	1.33	17.7	33.3	66.7	50.0	18.9	49.5	54.8	100.08	51.2
NYK	NYK vs. NOP	01/20/2022	L	48	96.8	108.5	-11.7	72.4	1.40	15.9	32.7	87.5	56.5	16.0	43.5	49.0	94.00	42.0
NOP	NOP @ NYK	01/20/2022	W	48	108.5	96.8	11.7	71.1	2.25	21.4	12.5	67.3	43.5	12.8	57.2	59.5	94.00	58.0
PHX	PHX @ DAL	01/20/2022	W	48	109.0	102.0	7.0	64.1	3.57	18.9	14.6	76.0	45.9	7.0	50.0	56.2	99.50	59.2
CHA	CHA @ BOS	01/19/2022	W	48	112.1	105.2	7.0	64.3	1.59	19.1	32.6	78.4	56.7	17.2	58.1	59.9	98.00	55.8
OKC	OKC @ SAS	01/19/2022	L	48	95.0	116.8	-21.8	52.6	1.33	14.2	33.9	74.5	52.2	14.9	42.9	45.9	101.00	34.7
LAC	LAC @ DEN	01/19/2022	L	53	123.1	125.0	-1.9	67.3	2.50	22.9	32.6	67.3	51.0	13.5	61.3	62.6	94.19	49.3
IND	IND @ LAL	01/19/2022	W	48	119.4	110.6	8.7	63.6	2.15	20.4	33.3	66.0	50.5	14.0	55.0	57.5	93.50	55.6
ATL	ATL vs. MIN	01/19/2022	W	48	132.7	120.8	11.9	75.6	2.83	23.6	26.2	59.6	45.5	11.9	61.0	66.7	101.00	59.5
SAS	SAS vs. OKC	01/19/2022	W	48	116.8	95.0	21.8	68.1	3.56	21.9	25.5	66.1	47.8	8.9	56.8	57.8	101.00	65.3
POR	POR @ MIA	01/19/2022	L	48	95.8	110.6	-14.8	57.6	1.06	14.7	28.0	74.5	50.5	18.8	49.4	52.2	95.00	40.0
UTA	UTA vs. HOU	01/19/2022	L	48	116.8	122.1	-5.3	61.9	2.89	19.5	28.6	70.2	50.9	9.5	52.8	56.7	95.00	54.4
LAL	LAL vs. IND	01/19/2022	L	48	110.6	119.4	-8.7	57.5	2.09	17.2	34.0	66.7	49.5	11.7	50.6	53.1	93.50	44.4
DAL	DAL vs. TOR	01/19/2022	W	48	109.7	103.2	6.5	62.2	1.28	18.3	25.6	62.7	48.0	19.4	54.6	60.1	94.00	57.3
MIL	MIL vs. MEM	01/19/2022	W	48	116.7	105.6	11.1	63.0	1.93	19.1	28.8	70.1	52.1	13.9	54.1	59.1	108.00	57.6
ORL	ORL @ PHI	01/19/2022	L	48	112.2	126.8	-14.6	65.0	2.36	19.0	25.0	83.3	51.1	11.2	54.4	56.7	97.50	42.8
TOR	TOR @ DAL	01/19/2022	L	48	103.2	109.7	-6.5	48.6	1.42	12.7	37.3	74.4	52.0	12.6	42.9	48.0	94.00	42.7
MIA	MIA vs. POR	01/19/2022	W	48	110.6	95.8	14.8	64.9	1.50	18.5	25.5	72.0	49.5	17.0	53.8	57.1	95.00	60.0
MEM	MEM @ MIL	01/19/2022	L	48	105.6	116.7	-11.1	59.1	2.60	17.0	29.9	71.2	47.9	9.3	45.8	48.7	108.00	42.4
BOS	BOS vs. CHA	01/19/2022	L	48	105.2	112.1	-7.0	69.2	1.93	20.0	21.6	67.4	43.3	14.4	51.1	53.3	98.00	44.2
BKN	BKN @ WAS	01/19/2022	W	48	122.7	120.4	2.3	48.9	1.53	17.0	34.9	63.3	50.0	15.5	57.3	60.8	97.50	48.7
DEN	DEN vs. LAC	01/19/2022	W	53	125.0	123.1	1.9	66.7	2.67	20.9	32.7	67.4	49.0	11.5	55.6	59.6	94.19	50.7
DET	DET @ SAC	01/19/2022	W	48	135.7	133.7	2.0	58.7	3.00	19.0	35.4	70.8	53.1	9.2	58.8	63.8	98.00	50.3
SAC	SAC vs. DET	01/19/2022	L	48	133.7	135.7	-2.0	50.0	3.14	16.5	29.2	64.6	46.9	7.1	59.5	63.4	98.00	49.7
PHI	PHI vs. ORL	01/19/2022	W	48	126.8	112.2	14.6	46.7	2.10	16.8	16.7	75.0	48.9	10.3	60.2	64.8	97.50	57.2
CLE	CLE @ CHI	01/19/2022	L	48	109.5	123.2	-13.7	67.5	1.80	20.6	23.1	80.5	52.5	15.8	57.8	60.0	95.00	46.9
CHI	CHI vs. CLE	01/19/2022	W	48	123.2	109.5	13.7	53.2	2.50	19.5	19.5	76.9	47.5	10.5	60.5	62.3	95.00	53.1
WAS	WAS vs. BKN	01/19/2022	L	48	120.4	122.7	-2.3	56.1	1.77	16.5	36.7	65.1	50.0	13.3	53.5	59.0	97.50	51.3
MIN	MIN @ ATL	01/19/2022	L	48	120.8	132.7	-11.9	50.0	1.62	14.7	40.4	73.8	54.5	12.9	52.1	55.6	101.00	40.5
HOU	HOU @ UTA	01/19/2022	W	48	122.1	116.8	5.3	58.5	2.67	17.6	29.8	71.4	49.1	9.5	54.2	56.0	95.00	45.6
GSW	GSW vs. DET	01/18/2022	W	48	104.1	87.8	16.3	76.5	2.00	19.0	25.0	74.1	50.9	13.3	49.4	53.8	98.00	63.8
NYK	NYK vs. MIN	01/18/2022	L	48	111.1	112.0	-0.9	56.8	1.17	15.7	30.4	72.5	52.6	18.2	53.8	58.2	99.50	47.6
MIN	MIN @ NYK	01/18/2022	W	48	112.0	111.1	0.9	60.0	1.62	15.6	27.5	69.6	47.4	13.0	51.2	57.3	99.50	52.4
DET	DET @ GSW	01/18/2022	L	48	87.8	104.1	-16.3	60.0	1.13	13.7	25.9	75.0	49.1	16.3	40.6	45.0	98.00	36.2
NYK	NYK vs. CHA	01/17/2022	L	48	97.8	110.2	-12.5	68.8	1.47	16.9	35.2	77.8	56.5	16.9	47.5	48.7	88.50	45.6
IND	IND @ LAC	01/17/2022	L	48	130.4	135.0	-4.6	60.0	2.50	19.9	38.8	70.0	52.8	11.8	58.2	62.1	102.50	46.2
SAS	SAS vs. PHX	01/17/2022	L	48	112.6	127.4	-14.7	51.2	1.75	15.7	35.8	69.4	52.0	12.6	49.5	52.6	95.00	41.1
WAS	WAS vs. PHI	01/17/2022	W	48	117.0	99.0	18.0	59.5	2.08	17.7	33.3	78.8	57.0	12.0	53.4	57.9	99.50	61.4
PHX	PHX @ SAS	01/17/2022	W	48	127.4	112.6	14.7	59.2	5.80	21.0	30.6	64.2	48.0	5.3	56.3	58.3	95.00	58.9
BOS	BOS vs. NOP	01/17/2022	W	48	107.2	93.9	13.3	57.9	1.57	17.5	16.3	78.2	51.0	14.4	53.8	58.6	97.50	56.5
OKC	OKC @ DAL	01/17/2022	L	48	102.0	104.0	-2.0	55.6	1.54	15.6	20.0	72.2	47.1	13.0	50.0	54.5	100.00	46.3
CHI	CHI @ MEM	01/17/2022	L	48	101.9	114.4	-12.5	60.0	1.33	17.0	26.4	72.9	48.5	17.3	50.5	53.8	104.00	42.7
CLE	CLE vs. BKN	01/17/2022	W	48	116.3	110.3	6.0	61.9	1.63	19.3	30.0	78.6	54.9	16.3	58.6	63.2	97.50	54.4
DAL	DAL vs. OKC	01/17/2022	W	48	104.0	102.0	2.0	80.0	2.55	19.6	27.8	80.0	52.9	11.0	46.6	51.8	100.00	53.7
MIL	MIL @ ATL	01/17/2022	L	48	111.8	117.5	-5.7	53.8	1.62	15.7	21.2	70.8	45.0	12.7	53.4	57.8	102.50	43.1
UTA	UTA @ LAL	01/17/2022	L	48	99.0	105.2	-6.3	67.7	1.31	15.8	29.6	75.5	52.3	16.7	44.6	50.8	96.00	48.8
MIA	MIA vs. TOR	01/17/2022	W	48	113.0	107.6	5.4	52.6	1.67	15.9	29.8	66.1	49.5	13.0	51.2	56.1	92.00	56.1
LAC	LAC vs. IND	01/17/2022	W	48	135.0	130.4	4.6	71.1	2.46	21.8	30.0	61.2	47.2	12.6	65.9	71.0	102.50	53.8
PHI	PHI @ WAS	01/17/2022	L	48	99.0	117.0	-18.0	54.3	1.58	14.7	21.2	66.7	43.0	12.1	44.8	50.5	99.50	38.6
CHA	CHA @ NYK	01/17/2022	W	48	110.2	97.8	12.5	63.9	3.29	18.7	22.2	64.8	43.5	8.0	50.0	51.9	88.50	54.4
POR	POR @ ORL	01/17/2022	W	48	96.1	86.3	9.8	54.1	1.18	14.8	24.1	75.0	50.9	16.7	45.0	50.0	102.00	56.4
ATL	ATL vs. MIL	01/17/2022	W	48	117.5	111.8	5.7	65.8	1.92	17.6	29.2	78.8	55.0	12.6	52.9	60.5	102.50	56.9
TOR	TOR @ MIA	01/17/2022	L	48	107.6	113.0	-5.4	64.9	2.00	17.8	33.9	70.2	50.5	13.0	48.3	50.8	92.00	43.9
MEM	MEM vs. CHI	01/17/2022	W	48	114.4	101.9	12.5	61.7	1.61	19.9	27.1	73.6	51.5	17.3	56.5	59.0	104.00	57.3
BKN	BKN @ CLE	01/17/2022	L	48	110.3	116.3	-6.0	65.9	1.93	20.3	21.4	70.0	45.1	14.4	56.6	58.8	97.50	45.6
NOP	NOP @ BOS	01/17/2022	L	48	93.9	107.2	-13.3	63.9	1.92	17.3	21.8	83.7	49.0	12.2	46.6	48.5	97.50	43.5
ORL	ORL vs. POR	01/17/2022	L	48	86.3	96.1	-9.8	61.8	1.31	15.4	25.0	75.9	49.1	15.7	42.2	44.5	102.00	43.6
LAL	LAL vs. UTA	01/17/2022	W	48	105.2	99.0	6.3	39.5	1.15	12.1	24.5	70.4	47.7	13.5	50.6	52.5	96.00	51.2
DEN	DEN vs. UTA	01/16/2022	L	48	104.1	126.3	-22.2	76.2	3.56	23.2	14.8	79.1	43.3	9.2	50.0	51.8	98.50	40.1
GSW	GSW @ MIN	01/16/2022	L	48	95.2	115.5	-20.3	62.5	1.33	15.0	19.6	80.0	49.5	14.4	47.0	52.2	103.50	41.2
MIN	MIN vs. GSW	01/16/2022	W	48	115.5	95.2	20.3	66.7	1.88	21.0	20.0	80.4	50.5	15.5	58.2	59.6	103.50	58.8
UTA	UTA @ DEN	01/16/2022	W	48	126.3	104.1	22.2	59.1	2.89	19.4	20.9	85.2	56.7	9.1	61.3	64.6	98.50	59.9
DET	DET vs. PHX	01/16/2022	L	48	106.9	135.0	-28.1	65.8	2.27	18.5	17.6	67.5	39.6	10.9	51.8	55.7	100.50	38.6
SAC	SAC vs. HOU	01/16/2022	L	48	106.7	113.5	-6.8	63.4	2.17	18.6	18.5	86.1	45.6	11.4	51.6	55.1	104.50	46.6
HOU	HOU @ SAC	01/16/2022	W	48	113.5	106.7	6.8	53.7	0.96	16.8	13.9	81.5	54.4	22.1	64.5	68.2	104.50	53.4
PHX	PHX @ DET	01/16/2022	W	48	135.0	106.9	28.1	58.8	2.00	21.0	32.5	82.4	60.4	15.0	64.9	67.4	100.50	61.4
BOS	BOS vs. CHI	01/15/2022	W	48	126.7	121.7	4.9	61.4	2.45	19.7	43.5	75.6	59.3	12.2	53.9	58.0	91.00	52.8
LAL	LAL @ DEN	01/15/2022	L	48	100.0	140.0	-40.0	58.3	1.91	16.8	16.0	75.0	43.6	11.5	50.0	53.1	95.50	34.5
BKN	BKN vs. NOP	01/15/2022	W	48	123.7	108.2	15.5	65.2	1.88	21.9	28.9	72.5	53.9	16.5	61.9	65.6	97.00	58.3
WAS	WAS vs. POR	01/15/2022	L	48	105.8	109.5	-3.8	51.3	1.00	14.3	30.8	76.9	53.8	19.2	50.0	54.9	104.50	45.5
NYK	NYK @ ATL	01/15/2022	W	48	125.8	117.4	8.4	57.1	2.18	18.2	33.3	85.4	58.1	11.8	58.4	61.9	92.50	52.5
MIA	MIA vs. PHI	01/15/2022	L	48	104.3	114.7	-10.5	72.7	2.40	17.9	28.1	78.0	49.0	10.6	43.6	49.4	94.50	45.5
DAL	DAL vs. ORL	01/15/2022	W	48	114.9	97.9	17.0	50.0	1.60	12.9	29.2	81.4	53.8	10.6	48.7	57.0	94.00	59.5
CHI	CHI @ BOS	01/15/2022	L	48	121.7	126.7	-4.9	70.5	5.17	23.1	24.4	56.5	40.7	6.5	57.5	59.8	91.00	47.2
DEN	DEN vs. LAL	01/15/2022	W	48	140.0	100.0	40.0	74.5	5.83	24.8	25.0	84.0	56.4	6.3	64.3	67.5	95.50	65.5
OKC	OKC vs. CLE	01/15/2022	L	48	105.2	112.6	-7.5	47.2	1.06	13.1	34.0	76.5	56.1	16.5	49.4	55.0	96.00	45.9
NOP	NOP @ BKN	01/15/2022	L	48	108.2	123.7	-15.5	67.5	2.25	19.6	27.5	71.1	46.1	12.4	51.1	53.8	97.00	41.7
SAS	SAS vs. LAC	01/15/2022	W	48	105.2	98.9	6.3	55.9	1.27	14.4	34.6	60.9	49.1	15.6	47.6	53.2	95.50	56.8
POR	POR @ WAS	01/15/2022	W	48	109.5	105.8	3.8	48.7	1.46	14.0	23.1	69.2	46.2	12.4	53.5	57.3	104.50	54.5
ATL	ATL vs. NYK	01/15/2022	L	48	117.4	125.8	-8.4	57.5	2.56	19.0	14.6	66.7	41.9	9.8	60.0	61.7	92.50	47.5
PHI	PHI @ MIA	01/15/2022	W	48	114.7	104.3	10.5	60.0	1.60	18.8	22.0	71.9	51.0	15.8	58.9	61.8	94.50	54.5
CLE	CLE @ OKC	01/15/2022	W	48	112.6	105.2	7.5	70.0	3.11	20.7	23.5	66.0	43.9	9.5	51.1	54.6	96.00	54.1
TOR	TOR @ MIL	01/15/2022	W	48	108.4	101.1	7.4	62.5	1.67	17.7	38.2	76.5	56.6	15.8	50.5	51.6	95.00	52.4
MIL	MIL vs. TOR	01/15/2022	L	48	101.1	108.4	-7.4	73.1	1.46	15.2	23.5	61.8	43.4	13.7	41.6	51.9	95.00	47.6
LAC	LAC @ SAS	01/15/2022	L	48	98.9	105.2	-6.3	63.2	1.60	16.8	39.1	65.4	50.9	15.8	44.0	45.4	95.50	43.2
ORL	ORL @ DAL	01/15/2022	L	48	97.9	114.9	-17.0	43.2	0.94	13.6	18.6	70.8	46.2	18.1	52.6	54.7	94.00	40.5
TOR	TOR @ DET	01/14/2022	L	48	97.8	115.7	-18.0	64.3	1.64	14.1	35.0	75.0	51.9	12.4	38.5	44.2	89.00	34.8
ATL	ATL @ MIA	01/14/2022	L	48	124.2	130.5	-6.3	68.4	1.63	19.1	34.1	65.8	48.8	16.8	58.2	64.0	95.00	45.3
BOS	BOS @ PHI	01/14/2022	L	48	101.0	113.3	-12.2	54.1	1.00	15.6	22.2	83.0	53.3	20.4	54.5	57.6	98.00	42.5
GSW	GSW @ CHI	01/14/2022	W	48	145.3	100.0	45.3	73.6	5.57	26.4	32.6	73.6	55.2	7.4	66.5	68.0	95.50	70.1
SAC	SAC vs. HOU	01/14/2022	W	48	117.8	105.6	12.2	68.8	2.36	21.4	27.5	71.2	50.9	13.1	56.8	59.1	107.50	56.7
PHX	PHX @ IND	01/14/2022	W	48	114.3	95.9	18.4	60.0	1.60	17.4	32.0	76.4	55.2	15.3	51.7	57.1	98.00	59.9
PHI	PHI vs. BOS	01/14/2022	W	48	113.3	101.0	12.2	68.4	2.60	19.7	17.0	77.8	46.7	10.2	52.9	57.8	98.00	57.5
IND	IND vs. PHX	01/14/2022	L	48	95.9	114.3	-18.4	58.8	1.67	15.4	23.6	68.0	44.8	12.2	46.0	49.0	98.00	40.1
ORL	ORL @ CHA	01/14/2022	W	48	109.4	100.9	8.5	71.1	1.60	21.9	19.0	69.0	48.0	18.9	60.3	62.0	107.00	56.6
CHI	CHI vs. GSW	01/14/2022	L	48	100.0	145.3	-45.3	70.3	1.86	19.3	26.4	67.4	44.8	14.6	48.3	50.6	95.50	29.9
CLE	CLE @ SAS	01/14/2022	W	48	112.9	109.0	3.9	52.2	2.67	17.3	24.6	74.5	48.1	8.9	52.6	54.0	100.50	54.1
DAL	DAL @ MEM	01/14/2022	W	48	113.1	85.9	27.3	63.8	2.00	21.0	31.9	78.9	57.7	15.2	56.0	57.1	99.00	64.9
CHA	CHA vs. ORL	01/14/2022	L	48	100.9	109.4	-8.5	70.0	1.65	18.5	31.0	81.0	52.0	15.7	47.4	51.3	107.00	43.4
MEM	MEM vs. DAL	01/14/2022	L	48	85.9	113.1	-27.3	55.9	1.27	14.6	21.1	68.1	42.3	15.2	42.1	44.9	99.00	35.1
SAS	SAS vs. CLE	01/14/2022	L	48	109.0	112.9	-3.9	52.4	1.47	16.4	25.5	75.4	51.9	15.0	53.8	55.8	100.50	45.9
MIA	MIA vs. ATL	01/14/2022	W	48	130.5	124.2	6.3	73.2	1.88	21.7	34.2	65.9	51.2	16.8	62.3	68.7	95.00	54.7
DET	DET vs. TOR	01/14/2022	W	48	115.7	97.8	18.0	57.9	2.75	18.2	25.0	65.0	48.1	9.0	51.9	56.5	89.00	65.2
HOU	HOU @ SAC	01/14/2022	L	48	105.6	117.8	-12.2	56.8	1.47	16.9	28.8	72.5	49.1	15.7	50.0	52.8	107.50	43.3
MEM	MEM vs. MIN	01/13/2022	W	48	111.5	104.9	6.7	52.4	1.57	15.3	34.5	69.0	52.2	13.5	50.0	54.0	103.50	58.7
POR	POR @ DEN	01/13/2022	L	48	106.9	138.6	-31.7	71.8	1.87	19.7	25.0	75.8	44.7	14.9	52.9	54.9	101.00	37.7
BKN	BKN vs. OKC	01/13/2022	L	48	113.5	134.0	-20.5	39.0	1.33	11.7	42.4	68.9	53.8	12.5	45.4	50.6	96.50	39.9
LAC	LAC @ NOP	01/13/2022	L	48	90.8	115.3	-24.5	61.3	1.27	15.3	13.7	76.8	46.7	15.3	44.4	49.6	98.00	38.7
MIL	MIL vs. GSW	01/13/2022	W	48	110.3	93.4	16.9	65.9	1.71	20.6	11.4	76.9	50.5	15.9	61.6	62.8	106.50	64.2
GSW	GSW @ MIL	01/13/2022	L	48	93.4	110.3	-16.9	60.6	1.33	14.3	23.1	88.6	49.5	14.2	43.2	46.9	106.50	35.8
NOP	NOP vs. LAC	01/13/2022	W	48	115.3	90.8	24.5	53.5	3.83	17.2	23.2	86.3	53.3	6.1	51.5	54.3	98.00	61.3
OKC	OKC @ BKN	01/13/2022	W	48	134.0	113.5	20.5	68.1	2.91	22.4	31.1	57.6	46.2	11.3	62.6	65.7	96.50	60.1
DEN	DEN vs. POR	01/13/2022	W	48	138.6	106.9	31.7	67.3	2.19	24.5	24.2	75.0	55.3	15.8	75.3	76.3	101.00	62.3
