TEAM	MATCH UP	GAME DATE	W/L	MIN	EFG%	FTR	TOV%	OREB%	OPPEFG%	OPPFTR	OPPTOV%	OPPOREB%
SAS	SAS @ DEN	10/22/2021	L	48	51.2	0.167	19.6	20.5	56.4	0.093	20.4	22.7
CHI	CHI vs. NOP	10/22/2021	W	48	60.7	0.281	13.6	26.7	56.9	0.184	16.5	21.3
ORL	ORL vs. NYK	10/22/2021	L	48	50.0	0.181	19.6	24.0	63.6	0.193	11.2	20.0
PHI	PHI vs. BKN	10/22/2021	L	48	54.9	0.121	10.3	22.4	53.4	0.273	13.4	34.0
NOP	NOP @ CHI	10/22/2021	L	48	56.9	0.184	16.5	21.3	60.7	0.281	13.6	26.7
PHX	PHX @ LAL	10/22/2021	W	48	54.7	0.326	11.8	21.7	48.3	0.337	16.0	26.8
IND	IND @ WAS	10/22/2021	L	53	61.3	0.206	11.4	28.6	62.2	0.202	8.6	17.8
DEN	DEN vs. SAS	10/22/2021	W	48	56.4	0.093	20.4	22.7	51.2	0.167	19.6	20.5
BOS	BOS vs. TOR	10/22/2021	L	48	45.7	0.134	24.8	23.1	47.0	0.210	11.9	39.7
BKN	BKN @ PHI	10/22/2021	W	48	53.4	0.273	13.4	34.0	54.9	0.121	10.3	22.4
NYK	NYK @ ORL	10/22/2021	W	48	63.6	0.193	11.2	20.0	50.0	0.181	19.6	24.0
SAC	SAC vs. UTA	10/22/2021	L	48	43.4	0.212	14.6	34.4	50.0	0.256	18.4	33.3
CHA	CHA @ CLE	10/22/2021	W	48	59.9	0.187	17.0	29.5	56.5	0.238	17.9	18.6
TOR	TOR @ BOS	10/22/2021	W	48	47.0	0.210	11.9	39.7	45.7	0.134	24.8	23.1
WAS	WAS vs. IND	10/22/2021	W	53	62.2	0.202	8.6	17.8	61.3	0.206	11.4	28.6
HOU	HOU vs. OKC	10/22/2021	W	48	59.5	0.147	16.2	32.0	45.1	0.176	18.4	22.6
OKC	OKC @ HOU	10/22/2021	L	48	45.1	0.176	18.4	22.6	59.5	0.147	16.2	32.0
LAL	LAL vs. PHX	10/22/2021	L	48	48.3	0.337	16.0	26.8	54.7	0.326	11.8	21.7
DAL	DAL @ ATL	10/21/2021	L	48	40.3	0.140	14.4	19.0	55.9	0.096	12.5	16.0
ATL	ATL vs. DAL	10/21/2021	W	48	55.9	0.096	12.5	16.0	40.3	0.140	14.4	19.0
MIL	MIL @ MIA	10/21/2021	L	48	45.2	0.345	14.3	10.7	60.9	0.323	10.3	30.2
LAC	LAC @ GSW	10/21/2021	L	48	51.0	0.219	6.7	20.7	60.8	0.265	20.6	27.3
GSW	GSW vs. LAC	10/21/2021	W	48	60.8	0.265	20.6	27.3	51.0	0.219	6.7	20.7
MIA	MIA vs. MIL	10/21/2021	W	48	60.9	0.323	10.3	30.2	45.2	0.345	14.3	10.7
PHI	PHI @ NOP	10/20/2021	W	48	59.4	0.235	13.1	20.5	48.9	0.097	14.1	23.6
WAS	WAS @ TOR	10/20/2021	W	48	47.5	0.321	20.8	20.0	34.5	0.227	17.8	30.4
NOP	NOP vs. PHI	10/20/2021	L	48	48.9	0.097	14.1	23.6	59.4	0.235	13.1	20.5
OKC	OKC @ UTA	10/20/2021	L	48	41.2	0.198	15.8	29.5	51.6	0.165	10.4	27.5
MIN	MIN vs. HOU	10/20/2021	W	48	57.5	0.356	16.7	29.2	51.7	0.250	22.2	31.4
CHA	CHA vs. IND	10/20/2021	W	48	49.1	0.252	7.5	33.3	56.1	0.267	15.9	25.5
POR	POR vs. SAC	10/20/2021	L	48	54.8	0.237	12.3	24.5	54.9	0.315	9.4	20.4
CHI	CHI @ DET	10/20/2021	W	48	47.1	0.174	17.3	26.0	43.3	0.144	17.3	26.3
NYK	NYK vs. BOS	10/20/2021	W	58	56.7	0.257	15.2	28.1	50.0	0.197	14.5	29.6
SAC	SAC @ POR	10/20/2021	W	48	54.9	0.315	9.4	20.4	54.8	0.237	12.3	24.5
BOS	BOS @ NYK	10/20/2021	L	58	50.0	0.197	14.5	29.6	56.7	0.257	15.2	28.1
PHX	PHX vs. DEN	10/20/2021	L	48	49.4	0.195	17.8	25.9	63.3	0.108	18.8	17.1
MEM	MEM vs. CLE	10/20/2021	W	48	60.0	0.120	11.4	34.0	58.1	0.194	10.6	16.3
SAS	SAS vs. ORL	10/20/2021	W	48	56.6	0.184	8.3	38.5	45.9	0.267	16.8	34.0
UTA	UTA vs. OKC	10/20/2021	W	48	51.6	0.165	10.4	27.5	41.2	0.198	15.8	29.5
DET	DET vs. CHI	10/20/2021	L	48	43.3	0.144	17.3	26.3	47.1	0.174	17.3	26.0
HOU	HOU @ MIN	10/20/2021	L	48	51.7	0.250	22.2	31.4	57.5	0.356	16.7	29.2
DEN	DEN @ PHX	10/20/2021	W	48	63.3	0.108	18.8	17.1	49.4	0.195	17.8	25.9
TOR	TOR vs. WAS	10/20/2021	L	48	34.5	0.227	17.8	30.4	47.5	0.321	20.8	20.0
ORL	ORL @ SAS	10/20/2021	L	48	45.9	0.267	16.8	34.0	56.6	0.184	8.3	38.5
IND	IND @ CHA	10/20/2021	L	48	56.1	0.267	15.9	25.5	49.1	0.252	7.5	33.3
CLE	CLE @ MEM	10/20/2021	L	48	58.1	0.194	10.6	16.3	60.0	0.120	11.4	34.0
BKN	BKN @ MIL	10/19/2021	L	48	54.2	0.274	12.7	17.6	53.8	0.171	7.8	29.3
LAL	LAL vs. GSW	10/19/2021	L	48	55.3	0.200	16.1	18.9	51.6	0.323	15.0	24.1
GSW	GSW @ LAL	10/19/2021	W	48	51.6	0.323	15.0	24.1	55.3	0.200	16.1	18.9
MIL	MIL vs. BKN	10/19/2021	W	48	53.8	0.171	7.8	29.3	54.2	0.274	12.7	17.6
TOR	TOR @ NYK	04/10/2022	L	48	45.7	0.120	14.6	28.6	54.6	0.138	17.7	27.1
NOP	NOP vs. GSW	04/10/2022	L	48	49.5	0.121	12.5	37.9	72.2	0.160	17.9	27.3
NYK	NYK vs. TOR	04/10/2022	W	48	54.6	0.138	17.7	27.1	45.7	0.120	14.6	28.6
BKN	BKN vs. IND	04/10/2022	W	48	69.1	0.309	20.2	33.3	54.3	0.183	6.7	29.5
LAL	LAL @ DEN	04/10/2022	W	53	55.3	0.500	11.5	32.7	56.5	0.360	12.2	29.6
DET	DET @ PHI	04/10/2022	L	48	52.4	0.349	20.8	37.3	55.1	0.261	11.3	30.2
ORL	ORL vs. MIA	04/10/2022	W	48	62.1	0.154	9.9	19.1	52.7	0.170	10.1	22.8
MIL	MIL @ CLE	04/10/2022	L	48	51.1	0.364	11.4	23.1	64.4	0.181	11.5	22.2
CHI	CHI @ MIN	04/10/2022	W	48	59.0	0.398	22.3	45.2	56.6	0.242	12.6	26.1
DAL	DAL vs. SAS	04/10/2022	W	48	65.9	0.271	16.0	31.0	54.5	0.258	8.0	21.7
SAS	SAS @ DAL	04/10/2022	L	48	54.5	0.258	8.0	21.7	65.9	0.271	16.0	31.0
ATL	ATL @ HOU	04/10/2022	W	48	63.8	0.276	13.4	32.6	55.6	0.225	8.2	21.6
BOS	BOS @ MEM	04/10/2022	W	48	63.6	0.131	14.6	42.2	45.6	0.265	9.8	32.4
HOU	HOU vs. ATL	04/10/2022	L	48	55.6	0.225	8.2	21.6	63.8	0.276	13.4	32.6
DEN	DEN vs. LAL	04/10/2022	L	53	56.5	0.360	12.2	29.6	55.3	0.500	11.5	32.7
CLE	CLE vs. MIL	04/10/2022	W	48	64.4	0.181	11.5	22.2	51.1	0.364	11.4	23.1
UTA	UTA @ POR	04/10/2022	W	48	50.6	0.463	17.2	42.0	42.8	0.145	16.3	13.2
LAC	LAC vs. OKC	04/10/2022	W	48	64.9	0.144	9.1	34.1	42.3	0.092	10.1	23.8
MIN	MIN vs. CHI	04/10/2022	L	48	56.6	0.242	12.6	26.1	59.0	0.398	22.3	45.2
MEM	MEM vs. BOS	04/10/2022	L	48	45.6	0.265	9.8	32.4	63.6	0.131	14.6	42.2
POR	POR vs. UTA	04/10/2022	L	48	42.8	0.145	16.3	13.2	50.6	0.463	17.2	42.0
GSW	GSW @ NOP	04/10/2022	W	48	72.2	0.160	17.9	27.3	49.5	0.121	12.5	37.9
PHI	PHI vs. DET	04/10/2022	W	48	55.1	0.261	11.3	30.2	52.4	0.349	20.8	37.3
WAS	WAS @ CHA	04/10/2022	L	48	48.9	0.277	11.0	33.3	64.0	0.157	20.2	37.2
SAC	SAC @ PHX	04/10/2022	W	48	61.8	0.395	15.2	17.9	47.6	0.146	11.1	36.5
PHX	PHX vs. SAC	04/10/2022	L	48	47.6	0.146	11.1	36.5	61.8	0.395	15.2	17.9
MIA	MIA @ ORL	04/10/2022	L	48	52.7	0.170	10.1	22.8	62.1	0.154	9.9	19.1
OKC	OKC @ LAC	04/10/2022	L	48	42.3	0.092	10.1	23.8	64.9	0.144	9.1	34.1
CHA	CHA vs. WAS	04/10/2022	W	48	64.0	0.157	20.2	37.2	48.9	0.277	11.0	33.3
IND	IND @ BKN	04/10/2022	L	48	54.3	0.183	6.7	29.5	69.1	0.309	20.2	33.3
SAS	SAS vs. GSW	04/09/2022	L	48	46.3	0.338	12.2	17.6	45.7	0.407	12.4	25.5
PHI	PHI vs. IND	04/09/2022	W	48	62.2	0.300	14.6	38.1	59.0	0.462	16.5	24.4
LAC	LAC vs. SAC	04/09/2022	W	48	61.0	0.174	17.2	23.9	48.3	0.279	13.0	23.1
SAC	SAC @ LAC	04/09/2022	L	48	48.3	0.279	13.0	23.1	61.0	0.174	17.2	23.9
MEM	MEM vs. NOP	04/09/2022	W	48	68.9	0.256	17.9	33.3	48.4	0.385	15.1	30.9
NOP	NOP @ MEM	04/09/2022	L	48	48.4	0.385	15.1	30.9	68.9	0.256	17.9	33.3
IND	IND @ PHI	04/09/2022	L	48	59.0	0.462	16.5	24.4	62.2	0.300	14.6	38.1
GSW	GSW @ SAS	04/09/2022	W	48	45.7	0.407	12.4	25.5	46.3	0.338	12.2	17.6
TOR	TOR vs. HOU	04/08/2022	W	48	49.5	0.240	9.7	26.9	59.3	0.296	18.4	22.5
WAS	WAS vs. NYK	04/08/2022	L	48	57.2	0.246	22.4	5.7	55.7	0.227	10.2	22.9
CHA	CHA @ CHI	04/08/2022	W	48	71.5	0.116	11.6	26.5	61.6	0.244	12.8	23.1
OKC	OKC @ LAL	04/08/2022	L	48	48.9	0.216	13.9	23.1	55.5	0.476	10.0	21.7
LAL	LAL vs. OKC	04/08/2022	W	48	55.5	0.476	10.0	21.7	48.9	0.216	13.9	23.1
MIL	MIL @ DET	04/08/2022	W	48	55.0	0.228	7.7	26.4	44.4	0.256	13.3	21.4
ATL	ATL @ MIA	04/08/2022	L	48	52.3	0.216	15.5	35.4	63.2	0.389	17.5	16.7
DAL	DAL vs. POR	04/08/2022	W	48	65.8	0.392	15.0	32.5	41.6	0.145	17.7	16.7
NYK	NYK @ WAS	04/08/2022	W	48	55.7	0.227	10.2	22.9	57.2	0.246	22.4	5.7
BKN	BKN vs. CLE	04/08/2022	W	48	53.3	0.228	11.8	42.9	53.7	0.293	9.7	24.4
CLE	CLE @ BKN	04/08/2022	L	48	53.7	0.293	9.7	24.4	53.3	0.228	11.8	42.9
DET	DET vs. MIL	04/08/2022	L	48	44.4	0.256	13.3	21.4	55.0	0.228	7.7	26.4
CHI	CHI vs. CHA	04/08/2022	L	48	61.6	0.244	12.8	23.1	71.5	0.116	11.6	26.5
HOU	HOU @ TOR	04/08/2022	L	48	59.3	0.296	18.4	22.5	49.5	0.240	9.7	26.9
PHX	PHX @ UTA	04/08/2022	W	48	53.3	0.163	13.1	30.4	46.0	0.375	11.2	30.4
MIA	MIA vs. ATL	04/08/2022	W	48	63.2	0.389	17.5	16.7	52.3	0.216	15.5	35.4
UTA	UTA vs. PHX	04/08/2022	L	48	46.0	0.375	11.2	30.4	53.3	0.163	13.1	30.4
POR	POR @ DAL	04/08/2022	L	48	41.6	0.145	17.7	16.7	65.8	0.392	15.0	32.5
NOP	NOP vs. POR	04/07/2022	W	48	54.3	0.333	12.8	52.9	60.1	0.188	23.7	15.2
POR	POR @ NOP	04/07/2022	L	48	60.1	0.188	23.7	15.2	54.3	0.333	12.8	52.9
CHA	CHA vs. ORL	04/07/2022	W	48	58.7	0.293	11.3	23.4	47.9	0.137	14.8	18.3
PHI	PHI @ TOR	04/07/2022	L	48	62.0	0.333	18.1	22.5	57.7	0.198	11.7	34.7
MIL	MIL vs. BOS	04/07/2022	W	48	57.7	0.216	10.6	30.8	61.5	0.218	15.5	20.0
DEN	DEN vs. MEM	04/07/2022	W	48	62.5	0.313	18.6	30.6	53.4	0.213	12.9	20.4
SAS	SAS @ MIN	04/07/2022	L	48	53.9	0.382	11.4	23.4	53.1	0.323	10.5	31.0
BOS	BOS @ MIL	04/07/2022	L	48	61.5	0.218	15.5	20.0	57.7	0.216	10.6	30.8
MEM	MEM @ DEN	04/07/2022	L	48	53.4	0.213	12.9	20.4	62.5	0.313	18.6	30.6
TOR	TOR vs. PHI	04/07/2022	W	48	57.7	0.198	11.7	34.7	62.0	0.333	18.1	22.5
LAL	LAL @ GSW	04/07/2022	L	48	50.0	0.458	17.9	25.0	60.8	0.103	14.0	26.1
GSW	GSW vs. LAL	04/07/2022	W	48	60.8	0.103	14.0	26.1	50.0	0.458	17.9	25.0
ORL	ORL @ CHA	04/07/2022	L	48	47.9	0.137	14.8	18.3	58.7	0.293	11.3	23.4
MIN	MIN vs. SAS	04/07/2022	W	48	53.1	0.323	10.5	31.0	53.9	0.382	11.4	23.4
PHX	PHX @ LAC	04/06/2022	L	48	46.8	0.111	11.4	31.9	52.0	0.587	16.2	21.7
ATL	ATL vs. WAS	04/06/2022	W	48	55.4	0.207	6.2	20.0	54.7	0.128	14.1	22.7
NYK	NYK vs. BKN	04/06/2022	L	48	46.4	0.434	11.0	21.4	51.6	0.194	13.9	30.2
OKC	OKC @ UTA	04/06/2022	L	48	50.0	0.189	10.6	23.6	67.3	0.381	13.7	46.2
WAS	WAS @ ATL	04/06/2022	L	48	54.7	0.128	14.1	22.7	55.4	0.207	6.2	20.0
CHI	CHI vs. BOS	04/06/2022	L	48	48.1	0.288	17.3	24.5	58.5	0.250	13.4	29.2
BKN	BKN @ NYK	04/06/2022	W	48	51.6	0.194	13.9	30.2	46.4	0.434	11.0	21.4
BOS	BOS @ CHI	04/06/2022	W	48	58.5	0.250	13.4	29.2	48.1	0.288	17.3	24.5
DAL	DAL @ DET	04/06/2022	W	48	65.6	0.425	10.3	24.4	49.4	0.427	11.3	26.5
LAC	LAC vs. PHX	04/06/2022	W	48	52.0	0.587	16.2	21.7	46.8	0.111	11.4	31.9
UTA	UTA vs. OKC	04/06/2022	W	48	67.3	0.381	13.7	46.2	50.0	0.189	10.6	23.6
DET	DET vs. DAL	04/06/2022	L	48	49.4	0.427	11.3	26.5	65.6	0.425	10.3	24.4
CHA	CHA @ MIA	04/05/2022	L	48	60.0	0.212	14.9	20.9	70.8	0.345	14.9	31.6
MIN	MIN vs. WAS	04/05/2022	L	48	52.7	0.275	9.5	15.1	61.9	0.139	9.4	25.0
BKN	BKN vs. HOU	04/05/2022	W	48	54.1	0.314	16.7	29.8	46.0	0.253	10.8	31.7
DEN	DEN vs. SAS	04/05/2022	L	48	45.4	0.122	10.7	23.7	56.2	0.270	10.8	18.0
WAS	WAS @ MIN	04/05/2022	W	48	61.9	0.139	9.4	25.0	52.7	0.275	9.5	15.1
PHI	PHI @ IND	04/05/2022	W	48	67.2	0.207	15.5	22.7	53.7	0.221	15.4	36.0
MIA	MIA vs. CHA	04/05/2022	W	48	70.8	0.345	14.9	31.6	60.0	0.212	14.9	20.9
ORL	ORL vs. CLE	04/05/2022	W	48	59.1	0.161	7.1	20.4	58.1	0.256	12.1	20.8
HOU	HOU @ BKN	04/05/2022	L	48	46.0	0.253	10.8	31.7	54.1	0.314	16.7	29.8
MEM	MEM @ UTA	04/05/2022	L	53	45.0	0.287	11.2	20.3	47.9	0.448	14.7	30.2
PHX	PHX vs. LAL	04/05/2022	W	48	55.9	0.088	12.7	22.2	50.6	0.349	14.7	16.0
OKC	OKC vs. POR	04/05/2022	W	48	53.7	0.272	17.5	29.8	48.8	0.193	17.5	26.5
UTA	UTA vs. MEM	04/05/2022	W	53	47.9	0.448	14.7	30.2	45.0	0.287	11.2	20.3
TOR	TOR vs. ATL	04/05/2022	W	48	48.0	0.307	8.2	41.0	53.2	0.128	7.2	20.4
CLE	CLE @ ORL	04/05/2022	L	48	58.1	0.256	12.1	20.8	59.1	0.161	7.1	20.4
NOP	NOP @ SAC	04/05/2022	W	48	58.0	0.295	13.1	32.6	58.6	0.289	15.3	10.5
POR	POR @ OKC	04/05/2022	L	48	48.8	0.193	17.5	26.5	53.7	0.272	17.5	29.8
ATL	ATL @ TOR	04/05/2022	L	48	53.2	0.128	7.2	20.4	48.0	0.307	8.2	41.0
LAL	LAL @ PHX	04/05/2022	L	48	50.6	0.349	14.7	16.0	55.9	0.088	12.7	22.2
MIL	MIL @ CHI	04/05/2022	W	48	59.8	0.287	13.6	28.6	47.4	0.133	14.9	28.6
IND	IND vs. PHI	04/05/2022	L	48	53.7	0.221	15.4	36.0	67.2	0.207	15.5	22.7
SAC	SAC vs. NOP	04/05/2022	L	48	58.6	0.289	15.3	10.5	58.0	0.295	13.1	32.6
SAS	SAS @ DEN	04/05/2022	W	48	56.2	0.270	10.8	18.0	45.4	0.122	10.7	23.7
CHI	CHI vs. MIL	04/05/2022	L	48	47.4	0.133	14.9	28.6	59.8	0.287	13.6	28.6
BOS	BOS vs. WAS	04/03/2022	W	48	74.2	0.143	8.3	25.0	51.2	0.244	12.5	20.5
LAC	LAC vs. NOP	04/03/2022	W	48	58.4	0.105	10.6	31.4	45.4	0.310	17.0	42.1
MIL	MIL vs. DAL	04/03/2022	L	48	52.1	0.189	9.4	29.1	61.8	0.355	14.4	15.8
CLE	CLE vs. PHI	04/03/2022	L	48	54.5	0.397	12.1	17.4	48.1	0.525	14.1	30.0
PHI	PHI @ CLE	04/03/2022	W	48	48.1	0.525	14.1	30.0	54.5	0.397	12.1	17.4
IND	IND vs. DET	04/03/2022	L	48	54.3	0.202	18.6	41.5	54.0	0.182	11.9	30.5
MIA	MIA @ TOR	04/03/2022	W	48	63.3	0.278	17.5	26.8	49.4	0.410	17.5	37.3
PHX	PHX @ OKC	04/03/2022	L	48	45.5	0.191	10.9	15.1	59.2	0.207	17.8	28.9
SAS	SAS vs. POR	04/03/2022	W	48	53.6	0.357	13.3	34.0	48.8	0.179	14.7	20.8
MIN	MIN @ HOU	04/03/2022	W	48	69.2	0.291	17.6	20.5	65.9	0.341	22.2	30.2
HOU	HOU vs. MIN	04/03/2022	L	48	65.9	0.341	22.2	30.2	69.2	0.291	17.6	20.5
DAL	DAL @ MIL	04/03/2022	W	48	61.8	0.355	14.4	15.8	52.1	0.189	9.4	29.1
NOP	NOP @ LAC	04/03/2022	L	48	45.4	0.310	17.0	42.1	58.4	0.105	10.6	31.4
DEN	DEN @ LAL	04/03/2022	W	48	64.6	0.354	11.8	15.0	56.5	0.228	12.7	26.7
TOR	TOR vs. MIA	04/03/2022	L	48	49.4	0.410	17.5	37.3	63.3	0.278	17.5	26.8
WAS	WAS @ BOS	04/03/2022	L	48	51.2	0.244	12.5	20.5	74.2	0.143	8.3	25.0
SAC	SAC vs. GSW	04/03/2022	L	48	42.6	0.296	13.7	17.3	62.0	0.190	17.7	25.0
LAL	LAL vs. DEN	04/03/2022	L	48	56.5	0.228	12.7	26.7	64.6	0.354	11.8	15.0
POR	POR @ SAS	04/03/2022	L	48	48.8	0.179	14.7	20.8	53.6	0.357	13.3	34.0
NYK	NYK @ ORL	04/03/2022	W	48	56.5	0.172	10.4	28.0	42.4	0.318	11.3	21.3
GSW	GSW @ SAC	04/03/2022	W	48	62.0	0.190	17.7	25.0	42.6	0.296	13.7	17.3
DET	DET @ IND	04/03/2022	W	48	54.0	0.182	11.9	30.5	54.3	0.202	18.6	41.5
ORL	ORL vs. NYK	04/03/2022	L	48	42.4	0.318	11.3	21.3	56.5	0.172	10.4	28.0
OKC	OKC vs. PHX	04/03/2022	W	48	59.2	0.207	17.8	28.9	45.5	0.191	10.9	15.1
GSW	GSW vs. UTA	04/02/2022	W	48	59.5	0.143	11.7	20.0	51.1	0.247	14.0	35.2
PHI	PHI vs. CHA	04/02/2022	W	48	73.0	0.241	18.1	32.4	54.6	0.276	16.3	22.9
MIA	MIA @ CHI	04/02/2022	W	48	64.0	0.329	9.6	25.0	48.3	0.337	6.5	26.0
NYK	NYK vs. CLE	04/02/2022	L	48	48.7	0.442	11.6	24.5	63.6	0.259	12.8	23.7
UTA	UTA @ GSW	04/02/2022	L	48	51.1	0.247	14.0	35.2	59.5	0.143	11.7	20.0
CHA	CHA @ PHI	04/02/2022	L	48	54.6	0.276	16.3	22.9	73.0	0.241	18.1	32.4
ATL	ATL vs. BKN	04/02/2022	W	48	49.4	0.570	6.7	21.4	51.0	0.192	12.3	25.4
CHI	CHI vs. MIA	04/02/2022	L	48	48.3	0.337	6.5	26.0	64.0	0.329	9.6	25.0
BKN	BKN @ ATL	04/02/2022	L	48	51.0	0.192	12.3	25.4	49.4	0.570	6.7	21.4
CLE	CLE @ NYK	04/02/2022	W	48	63.6	0.259	12.8	23.7	48.7	0.442	11.6	24.5
OKC	OKC vs. DET	04/01/2022	L	48	49.4	0.345	17.2	30.2	50.5	0.191	7.9	20.0
IND	IND @ BOS	04/01/2022	L	48	62.3	0.284	16.2	25.0	61.4	0.337	16.0	35.9
SAS	SAS vs. POR	04/01/2022	W	48	66.7	0.346	15.2	22.0	52.7	0.217	12.1	30.2
MEM	MEM vs. PHX	04/01/2022	W	48	48.5	0.275	10.5	35.0	60.5	0.198	19.0	19.5
SAC	SAC @ HOU	04/01/2022	W	48	59.3	0.420	12.9	20.9	51.0	0.268	10.8	32.8
NOP	NOP @ LAL	04/01/2022	W	48	56.3	0.367	14.7	12.5	54.3	0.378	16.2	23.4
WAS	WAS vs. DAL	04/01/2022	W	48	63.9	0.244	9.2	23.8	50.6	0.333	13.3	17.4
POR	POR @ SAS	04/01/2022	L	48	52.7	0.217	12.1	30.2	66.7	0.346	15.2	22.0
DAL	DAL @ WAS	04/01/2022	L	48	50.6	0.333	13.3	17.4	63.9	0.244	9.2	23.8
DEN	DEN vs. MIN	04/01/2022	L	48	60.5	0.337	17.3	31.0	61.0	0.419	11.4	23.9
TOR	TOR @ ORL	04/01/2022	W	48	49.4	0.233	10.4	21.6	50.0	0.139	22.9	24.4
ORL	ORL vs. TOR	04/01/2022	L	48	50.0	0.139	22.9	24.4	49.4	0.233	10.4	21.6
BOS	BOS vs. IND	04/01/2022	W	48	61.4	0.337	16.0	35.9	62.3	0.284	16.2	25.0
MIN	MIN @ DEN	04/01/2022	W	48	61.0	0.419	11.4	23.9	60.5	0.337	17.3	31.0
HOU	HOU vs. SAC	04/01/2022	L	48	51.0	0.268	10.8	32.8	59.3	0.420	12.9	20.9
MIL	MIL vs. LAC	04/01/2022	L	48	57.4	0.191	15.0	36.7	73.4	0.261	10.1	35.0
PHX	PHX @ MEM	04/01/2022	L	48	60.5	0.198	19.0	19.5	48.5	0.275	10.5	35.0
LAC	LAC @ MIL	04/01/2022	W	48	73.4	0.261	10.1	35.0	57.4	0.191	15.0	36.7
DET	DET @ OKC	04/01/2022	W	48	50.5	0.191	7.9	20.0	49.4	0.345	17.2	30.2
LAL	LAL vs. NOP	04/01/2022	L	48	54.3	0.378	16.2	23.4	56.3	0.367	14.7	12.5
ATL	ATL vs. CLE	03/31/2022	W	48	58.8	0.308	9.0	29.8	47.2	0.311	13.9	31.5
LAC	LAC @ CHI	03/31/2022	L	53	58.9	0.289	10.9	15.6	53.9	0.314	7.4	30.9
CLE	CLE @ ATL	03/31/2022	L	48	47.2	0.311	13.9	31.5	58.8	0.308	9.0	29.8
BKN	BKN vs. MIL	03/31/2022	L	53	55.7	0.165	14.2	13.0	51.7	0.382	20.2	30.2
LAL	LAL @ UTA	03/31/2022	L	48	53.6	0.337	11.6	25.0	59.4	0.267	8.3	32.7
MIL	MIL @ BKN	03/31/2022	W	53	51.7	0.382	20.2	30.2	55.7	0.165	14.2	13.0
UTA	UTA vs. LAL	03/31/2022	W	48	59.4	0.267	8.3	32.7	53.6	0.337	11.6	25.0
DET	DET vs. PHI	03/31/2022	W	48	56.1	0.183	10.9	22.2	50.0	0.406	16.5	12.8
CHI	CHI vs. LAC	03/31/2022	W	53	53.9	0.314	7.4	30.9	58.9	0.289	10.9	15.6
PHI	PHI @ DET	03/31/2022	L	48	50.0	0.406	16.5	12.8	56.1	0.183	10.9	22.2
NYK	NYK vs. CHA	03/30/2022	L	48	56.5	0.306	14.0	27.7	61.1	0.189	12.1	23.8
ORL	ORL @ WAS	03/30/2022	L	48	47.4	0.229	11.7	27.6	58.2	0.283	11.7	31.9
DAL	DAL @ CLE	03/30/2022	W	48	61.4	0.170	12.6	27.9	57.2	0.265	15.8	34.1
PHX	PHX @ GSW	03/30/2022	W	48	45.1	0.326	13.3	30.4	50.0	0.301	20.0	25.5
MIN	MIN @ TOR	03/30/2022	L	48	46.2	0.250	20.8	35.1	59.4	0.156	17.9	31.4
SAS	SAS vs. MEM	03/30/2022	L	48	59.0	0.193	15.6	25.6	57.1	0.121	14.7	31.3
ATL	ATL @ OKC	03/30/2022	W	48	63.7	0.242	12.1	20.5	56.9	0.310	17.0	22.0
MEM	MEM @ SAS	03/30/2022	W	48	57.1	0.121	14.7	31.3	59.0	0.193	15.6	25.6
BOS	BOS vs. MIA	03/30/2022	L	48	47.6	0.271	17.6	20.8	56.3	0.316	17.6	17.0
DEN	DEN @ IND	03/30/2022	W	48	70.0	0.175	20.8	36.7	51.5	0.237	8.3	37.5
TOR	TOR vs. MIN	03/30/2022	W	48	59.4	0.156	17.9	31.4	46.2	0.250	20.8	35.1
POR	POR vs. NOP	03/30/2022	L	48	54.1	0.212	22.2	37.0	55.1	0.500	14.1	29.3
SAC	SAC @ HOU	03/30/2022	W	48	50.0	0.379	8.7	27.3	52.7	0.266	17.1	35.7
CLE	CLE vs. DAL	03/30/2022	L	48	57.2	0.265	15.8	34.1	61.4	0.170	12.6	27.9
CHA	CHA @ NYK	03/30/2022	W	48	61.1	0.189	12.1	23.8	56.5	0.306	14.0	27.7
WAS	WAS vs. ORL	03/30/2022	W	48	58.2	0.283	11.7	31.9	47.4	0.229	11.7	27.6
HOU	HOU vs. SAC	03/30/2022	L	48	52.7	0.266	17.1	35.7	50.0	0.379	8.7	27.3
IND	IND vs. DEN	03/30/2022	L	48	51.5	0.237	8.3	37.5	70.0	0.175	20.8	36.7
MIA	MIA @ BOS	03/30/2022	W	48	56.3	0.316	17.6	17.0	47.6	0.271	17.6	20.8
GSW	GSW vs. PHX	03/30/2022	L	48	50.0	0.301	20.0	25.5	45.1	0.326	13.3	30.4
NOP	NOP @ POR	03/30/2022	W	48	55.1	0.500	14.1	29.3	54.1	0.212	22.2	37.0
OKC	OKC vs. ATL	03/30/2022	L	48	56.9	0.310	17.0	22.0	63.7	0.242	12.1	20.5
BKN	BKN vs. DET	03/29/2022	W	48	65.1	0.447	18.4	28.6	56.6	0.131	13.7	30.8
MIL	MIL @ PHI	03/29/2022	W	48	58.0	0.261	11.3	24.5	57.3	0.202	9.2	20.4
UTA	UTA @ LAC	03/29/2022	L	48	62.8	0.372	15.8	31.7	58.4	0.337	11.6	30.2
LAC	LAC vs. UTA	03/29/2022	W	48	58.4	0.337	11.6	30.2	62.8	0.372	15.8	31.7
DET	DET @ BKN	03/29/2022	L	48	56.6	0.131	13.7	30.8	65.1	0.447	18.4	28.6
