TEAM	MATCH UP	GAME DATE	W/L	MIN	EFG%	FTR	TOV%	OREB%	OPPEFG%	OPPFTR	OPPTOV%	OPPOREB%
DEN	DEN vs. MIA	11/08/2021	W	48	52.7	0.264	10.6	36.5	48.1	0.321	14.0	18.4
GSW	GSW vs. ATL	11/08/2021	W	48	57.6	0.239	13.7	26.5	56.7	0.317	17.3	26.7
LAL	LAL vs. CHA	11/08/2021	W	53	55.5	0.385	13.3	20.8	50.5	0.283	15.9	26.7
NOP	NOP @ DAL	11/08/2021	L	48	47.7	0.126	15.1	26.9	58.8	0.153	13.8	27.9
DAL	DAL vs. NOP	11/08/2021	W	48	58.8	0.153	13.8	27.9	47.7	0.126	15.1	26.9
TOR	TOR vs. BKN	11/07/2021	L	48	51.1	0.207	8.5	20.8	61.9	0.250	17.0	29.3
LAC	LAC vs. CHA	11/07/2021	W	48	58.1	0.244	19.0	28.3	45.5	0.178	12.5	28.1
SAS	SAS @ OKC	11/07/2021	L	48	44.0	0.090	9.9	23.0	43.6	0.213	14.9	30.0
HOU	HOU @ GSW	11/07/2021	L	48	51.9	0.468	20.6	28.0	60.6	0.235	16.5	25.6
NYK	NYK vs. CLE	11/07/2021	L	48	51.2	0.282	11.0	18.8	65.0	0.122	17.3	33.3
BKN	BKN @ TOR	11/07/2021	W	48	61.9	0.250	17.0	29.3	51.1	0.207	8.5	20.8
CHA	CHA @ LAC	11/07/2021	L	48	45.5	0.178	12.5	28.1	58.1	0.244	19.0	28.3
WAS	WAS vs. MIL	11/07/2021	W	48	57.4	0.160	19.2	17.5	44.7	0.191	13.1	31.7
MIL	MIL @ WAS	11/07/2021	L	48	44.7	0.191	13.1	31.7	57.4	0.160	19.2	17.5
GSW	GSW vs. HOU	11/07/2021	W	48	60.6	0.235	16.5	25.6	51.9	0.468	20.6	28.0
OKC	OKC vs. SAS	11/07/2021	W	48	43.6	0.213	14.9	30.0	44.0	0.090	9.9	23.0
CLE	CLE @ NYK	11/07/2021	W	48	65.0	0.122	17.3	33.3	51.2	0.282	11.0	18.8
ORL	ORL vs. UTA	11/07/2021	W	48	56.3	0.126	13.4	22.2	42.7	0.326	18.6	43.9
IND	IND @ SAC	11/07/2021	W	48	48.2	0.217	21.6	40.4	42.9	0.262	12.6	20.4
UTA	UTA @ ORL	11/07/2021	L	48	42.7	0.326	18.6	43.9	56.3	0.126	13.4	22.2
SAC	SAC vs. IND	11/07/2021	L	48	42.9	0.262	12.6	20.4	48.2	0.217	21.6	40.4
LAL	LAL @ POR	11/06/2021	L	48	39.4	0.267	17.8	25.0	45.8	0.253	11.2	21.0
UTA	UTA @ MIA	11/06/2021	L	48	60.8	0.229	6.5	20.9	67.3	0.218	15.4	29.4
HOU	HOU @ DEN	11/06/2021	L	48	52.0	0.320	17.3	18.2	45.5	0.191	11.3	20.4
CHI	CHI vs. PHI	11/06/2021	L	48	44.0	0.326	9.4	35.7	61.1	0.235	14.6	23.1
BOS	BOS @ DAL	11/06/2021	L	48	54.1	0.186	11.8	27.7	60.9	0.179	16.1	24.3
PHI	PHI @ CHI	11/06/2021	W	48	61.1	0.235	14.6	23.1	44.0	0.326	9.4	35.7
ATL	ATL @ PHX	11/06/2021	L	48	50.0	0.237	11.4	28.1	59.1	0.239	11.3	13.0
DEN	DEN vs. HOU	11/06/2021	W	48	45.5	0.191	11.3	20.4	52.0	0.320	17.3	18.2
DAL	DAL vs. BOS	11/06/2021	W	48	60.9	0.179	16.1	24.3	54.1	0.186	11.8	27.7
MIA	MIA vs. UTA	11/06/2021	W	48	67.3	0.218	15.4	29.4	60.8	0.229	6.5	20.9
POR	POR vs. LAL	11/06/2021	W	48	45.8	0.253	11.2	21.0	39.4	0.267	17.8	25.0
PHX	PHX vs. ATL	11/06/2021	W	48	59.1	0.239	11.3	13.0	50.0	0.237	11.4	28.1
CLE	CLE @ TOR	11/05/2021	W	48	51.8	0.229	20.0	40.4	48.5	0.091	11.0	43.9
POR	POR vs. IND	11/05/2021	W	48	59.1	0.183	14.6	18.6	56.8	0.114	11.5	21.3
ORL	ORL vs. SAS	11/05/2021	L	48	46.1	0.112	18.0	21.8	47.8	0.200	12.9	22.0
NOP	NOP @ GSW	11/05/2021	L	48	41.5	0.182	19.6	28.1	62.6	0.154	11.0	26.7
MIL	MIL vs. NYK	11/05/2021	L	48	50.0	0.256	15.0	17.3	47.9	0.271	15.0	43.9
DET	DET vs. BKN	11/05/2021	L	48	44.3	0.207	14.3	19.6	51.9	0.175	17.0	15.9
SAC	SAC vs. CHA	11/05/2021	W	48	67.8	0.299	17.5	35.9	52.7	0.228	9.6	18.5
NYK	NYK @ MIL	11/05/2021	W	48	47.9	0.271	15.0	43.9	50.0	0.256	15.0	17.3
MEM	MEM @ WAS	11/05/2021	L	48	38.5	0.177	8.9	21.0	64.3	0.155	18.8	26.3
SAS	SAS @ ORL	11/05/2021	W	48	47.8	0.200	12.9	22.0	46.1	0.112	18.0	21.8
WAS	WAS vs. MEM	11/05/2021	W	48	64.3	0.155	18.8	26.3	38.5	0.177	8.9	21.0
GSW	GSW vs. NOP	11/05/2021	W	48	62.6	0.154	11.0	26.7	41.5	0.182	19.6	28.1
TOR	TOR vs. CLE	11/05/2021	L	48	48.5	0.091	11.0	43.9	51.8	0.229	20.0	40.4
CHA	CHA @ SAC	11/05/2021	L	48	52.7	0.228	9.6	18.5	67.8	0.299	17.5	35.9
LAC	LAC @ MIN	11/05/2021	W	48	44.3	0.364	16.5	32.7	44.4	0.079	21.2	20.0
IND	IND @ POR	11/05/2021	L	48	56.8	0.114	11.5	21.3	59.1	0.183	14.6	18.6
BKN	BKN @ DET	11/05/2021	W	48	51.9	0.175	17.0	15.9	44.3	0.207	14.3	19.6
MIN	MIN vs. LAC	11/05/2021	L	48	44.4	0.079	21.2	20.0	44.3	0.364	16.5	32.7
BOS	BOS @ MIA	11/04/2021	W	48	50.0	0.256	17.6	29.2	40.1	0.235	20.0	33.9
OKC	OKC @ LAL	11/04/2021	W	48	51.1	0.299	16.0	29.6	47.9	0.181	14.0	31.6
UTA	UTA @ ATL	11/04/2021	W	48	61.1	0.284	18.1	32.6	47.0	0.317	9.6	20.0
MIA	MIA vs. BOS	11/04/2021	L	48	40.1	0.235	20.0	33.9	50.0	0.256	17.6	29.2
PHX	PHX vs. HOU	11/04/2021	W	48	54.8	0.247	11.4	26.5	49.4	0.318	18.1	27.5
LAL	LAL vs. OKC	11/04/2021	L	48	47.9	0.181	14.0	31.6	51.1	0.299	16.0	29.6
DET	DET vs. PHI	11/04/2021	L	48	46.6	0.218	12.0	30.2	56.6	0.265	16.3	38.3
PHI	PHI @ DET	11/04/2021	W	48	56.6	0.265	16.3	38.3	46.6	0.218	12.0	30.2
ATL	ATL vs. UTA	11/04/2021	L	48	47.0	0.317	9.6	20.0	61.1	0.284	18.1	32.6
HOU	HOU @ PHX	11/04/2021	L	48	49.4	0.318	18.1	27.5	54.8	0.247	11.4	26.5
DEN	DEN @ MEM	11/03/2021	L	48	51.6	0.143	12.6	30.6	61.7	0.173	12.6	14.3
ATL	ATL @ BKN	11/03/2021	L	48	50.5	0.160	13.5	25.5	61.4	0.136	15.5	16.7
MIN	MIN vs. LAC	11/03/2021	L	48	53.2	0.170	17.2	33.3	73.7	0.154	20.6	22.6
NOP	NOP @ SAC	11/03/2021	L	48	50.0	0.174	17.7	30.0	58.8	0.275	8.3	10.5
LAC	LAC @ MIN	11/03/2021	W	48	73.7	0.154	20.6	22.6	53.2	0.170	17.2	33.3
POR	POR @ CLE	11/03/2021	L	48	51.7	0.189	9.5	24.1	62.8	0.243	20.0	21.6
MEM	MEM vs. DEN	11/03/2021	W	48	61.7	0.173	12.6	14.3	51.6	0.143	12.6	30.6
PHI	PHI vs. CHI	11/03/2021	W	48	57.1	0.273	14.4	13.6	50.0	0.220	16.5	22.7
CHI	CHI @ PHI	11/03/2021	L	48	50.0	0.220	16.5	22.7	57.1	0.273	14.4	13.6
CLE	CLE vs. POR	11/03/2021	W	48	62.8	0.243	20.0	21.6	51.7	0.189	9.5	24.1
DAL	DAL @ SAS	11/03/2021	W	48	47.3	0.312	17.9	35.6	52.8	0.227	14.3	14.6
SAS	SAS vs. DAL	11/03/2021	L	48	52.8	0.227	14.3	14.6	47.3	0.312	17.9	35.6
ORL	ORL vs. BOS	11/03/2021	L	48	37.5	0.238	16.0	23.7	48.1	0.316	11.6	19.2
IND	IND vs. NYK	11/03/2021	W	48	54.9	0.154	13.4	32.0	44.3	0.310	10.4	25.9
CHA	CHA @ GSW	11/03/2021	L	48	42.9	0.209	15.2	19.7	59.3	0.209	16.2	18.4
BKN	BKN vs. ATL	11/03/2021	W	48	61.4	0.136	15.5	16.7	50.5	0.160	13.5	25.5
GSW	GSW vs. CHA	11/03/2021	W	48	59.3	0.209	16.2	18.4	42.9	0.209	15.2	19.7
NYK	NYK @ IND	11/03/2021	L	48	44.3	0.310	10.4	25.9	54.9	0.154	13.4	32.0
BOS	BOS @ ORL	11/03/2021	W	48	48.1	0.316	11.6	19.2	37.5	0.238	16.0	23.7
WAS	WAS vs. TOR	11/03/2021	L	48	48.7	0.385	13.4	24.5	52.3	0.227	12.5	28.0
SAC	SAC vs. NOP	11/03/2021	W	48	58.8	0.275	8.3	10.5	50.0	0.174	17.7	30.0
TOR	TOR @ WAS	11/03/2021	W	48	52.3	0.227	12.5	28.0	48.7	0.385	13.4	24.5
UTA	UTA vs. SAC	11/02/2021	W	48	51.0	0.276	16.3	41.4	51.6	0.258	10.5	21.1
NOP	NOP @ PHX	11/02/2021	L	48	46.7	0.176	18.0	32.1	57.9	0.220	18.8	22.5
DAL	DAL vs. MIA	11/02/2021	L	48	52.4	0.369	10.5	26.4	59.6	0.361	7.4	25.6
PHX	PHX vs. NOP	11/02/2021	W	48	57.9	0.220	18.8	22.5	46.7	0.176	18.0	32.1
MIL	MIL @ DET	11/02/2021	W	48	60.1	0.250	17.0	29.5	36.6	0.323	14.1	29.4
LAL	LAL vs. HOU	11/02/2021	W	48	55.9	0.215	15.9	32.6	61.5	0.132	23.1	29.2
MIA	MIA @ DAL	11/02/2021	W	48	59.6	0.361	7.4	25.6	52.4	0.369	10.5	26.4
HOU	HOU @ LAL	11/02/2021	L	48	61.5	0.132	23.1	29.2	55.9	0.215	15.9	32.6
DET	DET vs. MIL	11/02/2021	L	48	36.6	0.323	14.1	29.4	60.1	0.250	17.0	29.5
SAC	SAC @ UTA	11/02/2021	L	48	51.6	0.258	10.5	21.1	51.0	0.276	16.3	41.4
CLE	CLE @ CHA	11/01/2021	W	48	48.3	0.422	16.0	47.2	49.0	0.149	17.0	43.3
ORL	ORL @ MIN	11/01/2021	W	48	55.5	0.366	16.0	29.8	44.3	0.196	14.1	32.3
CHI	CHI @ BOS	11/01/2021	W	48	64.5	0.209	17.8	32.4	51.6	0.208	8.8	26.3
NYK	NYK vs. TOR	11/01/2021	L	48	56.6	0.316	17.5	20.0	50.5	0.141	9.2	33.9
OKC	OKC @ LAC	11/01/2021	L	48	45.0	0.178	16.0	26.8	46.2	0.207	14.1	29.3
LAC	LAC vs. OKC	11/01/2021	W	48	46.2	0.207	14.1	29.3	45.0	0.178	16.0	26.8
IND	IND vs. SAS	11/01/2021	W	48	67.0	0.132	16.2	33.3	60.7	0.157	17.0	31.1
MIN	MIN vs. ORL	11/01/2021	L	48	44.3	0.196	14.1	32.3	55.5	0.366	16.0	29.8
DEN	DEN @ MEM	11/01/2021	L	48	49.4	0.170	12.2	17.0	52.1	0.072	13.1	32.1
BOS	BOS vs. CHI	11/01/2021	L	48	51.6	0.208	8.8	26.3	64.5	0.209	17.8	32.4
SAS	SAS @ IND	11/01/2021	L	48	60.7	0.157	17.0	31.1	67.0	0.132	16.2	33.3
POR	POR @ PHI	11/01/2021	L	48	54.8	0.214	16.0	34.0	59.6	0.193	11.8	19.5
ATL	ATL vs. WAS	11/01/2021	W	48	53.6	0.349	11.5	33.3	55.2	0.186	12.6	22.2
WAS	WAS @ ATL	11/01/2021	L	48	55.2	0.186	12.6	22.2	53.6	0.349	11.5	33.3
CHA	CHA vs. CLE	11/01/2021	L	48	49.0	0.149	17.0	43.3	48.3	0.422	16.0	47.2
TOR	TOR @ NYK	11/01/2021	W	48	50.5	0.141	9.2	33.9	56.6	0.316	17.5	20.0
PHI	PHI vs. POR	11/01/2021	W	48	59.6	0.193	11.8	19.5	54.8	0.214	16.0	34.0
MEM	MEM vs. DEN	11/01/2021	W	48	52.1	0.072	13.1	32.1	49.4	0.170	12.2	17.0
LAL	LAL vs. HOU	10/31/2021	W	48	45.3	0.135	13.6	23.0	46.1	0.382	26.5	29.4
DET	DET @ BKN	10/31/2021	L	48	48.1	0.278	15.6	15.7	74.3	0.222	20.6	17.9
BKN	BKN vs. DET	10/31/2021	W	48	74.3	0.222	20.6	17.9	48.1	0.278	15.6	15.7
CHA	CHA vs. POR	10/31/2021	W	48	62.9	0.236	9.3	27.1	53.1	0.113	12.4	35.2
POR	POR @ CHA	10/31/2021	L	48	53.1	0.113	12.4	35.2	62.9	0.236	9.3	27.1
HOU	HOU @ LAL	10/31/2021	L	48	46.1	0.382	26.5	29.4	45.3	0.135	13.6	23.0
UTA	UTA @ MIL	10/31/2021	W	48	54.7	0.360	14.1	23.8	46.9	0.063	12.0	33.3
SAC	SAC @ DAL	10/31/2021	L	48	43.2	0.208	13.4	36.7	51.1	0.222	10.3	25.9
MIL	MIL vs. UTA	10/31/2021	L	48	46.9	0.063	12.0	33.3	54.7	0.360	14.1	23.8
DAL	DAL vs. SAC	10/31/2021	W	48	51.1	0.222	10.3	25.9	43.2	0.208	13.4	36.7
BOS	BOS @ WAS	10/30/2021	L	58	42.1	0.234	10.0	19.7	41.3	0.346	10.7	21.7
TOR	TOR @ IND	10/30/2021	W	48	48.4	0.130	18.2	32.7	51.2	0.198	20.2	24.0
MIL	MIL vs. SAS	10/30/2021	L	48	46.1	0.180	19.4	18.2	44.7	0.253	9.3	17.5
UTA	UTA @ CHI	10/30/2021	L	48	44.0	0.207	19.4	31.6	45.6	0.330	8.7	22.2
MEM	MEM vs. MIA	10/30/2021	L	48	47.7	0.239	14.0	23.6	64.2	0.216	18.0	37.2
NOP	NOP vs. NYK	10/30/2021	L	48	51.6	0.261	12.1	33.3	63.6	0.309	12.1	19.5
DEN	DEN @ MIN	10/30/2021	W	48	46.0	0.182	18.6	37.7	46.6	0.101	20.8	32.7
IND	IND vs. TOR	10/30/2021	L	48	51.2	0.198	20.2	24.0	48.4	0.130	18.2	32.7
PHI	PHI vs. ATL	10/30/2021	W	48	60.5	0.221	12.0	20.0	42.1	0.200	19.2	38.7
DET	DET vs. ORL	10/30/2021	W	48	48.3	0.337	16.0	39.3	52.9	0.172	18.4	28.0
MIA	MIA @ MEM	10/30/2021	W	48	64.2	0.216	18.0	37.2	47.7	0.239	14.0	23.6
NYK	NYK @ NOP	10/30/2021	W	48	63.6	0.309	12.1	19.5	51.6	0.261	12.1	33.3
ORL	ORL @ DET	10/30/2021	L	48	52.9	0.172	18.4	28.0	48.3	0.337	16.0	39.3
CLE	CLE @ PHX	10/30/2021	L	48	47.3	0.077	18.6	19.6	50.0	0.321	14.6	22.0
WAS	WAS vs. BOS	10/30/2021	W	58	41.3	0.346	10.7	21.7	42.1	0.234	10.0	19.7
GSW	GSW vs. OKC	10/30/2021	W	48	53.8	0.087	15.7	21.8	39.8	0.253	15.7	14.5
SAS	SAS @ MIL	10/30/2021	W	48	44.7	0.253	9.3	17.5	46.1	0.180	19.4	18.2
ATL	ATL @ PHI	10/30/2021	L	48	42.1	0.200	19.2	38.7	60.5	0.221	12.0	20.0
CHI	CHI vs. UTA	10/30/2021	W	48	45.6	0.330	8.7	22.2	44.0	0.207	19.4	31.6
PHX	PHX vs. CLE	10/30/2021	W	48	50.0	0.321	14.6	22.0	47.3	0.077	18.6	19.6
OKC	OKC @ GSW	10/30/2021	L	48	39.8	0.253	15.7	14.5	53.8	0.087	15.7	21.8
MIN	MIN vs. DEN	10/30/2021	L	48	46.6	0.101	20.8	32.7	46.0	0.182	18.6	37.7
LAC	LAC @ POR	10/29/2021	L	48	47.7	0.184	13.1	12.3	51.5	0.163	13.9	34.4
DEN	DEN vs. DAL	10/29/2021	W	48	58.4	0.157	19.8	23.8	34.6	0.346	15.2	12.3
NOP	NOP vs. SAC	10/29/2021	L	48	47.4	0.255	9.9	30.2	55.6	0.313	13.9	12.2
MIA	MIA vs. CHA	10/29/2021	W	48	52.2	0.209	18.2	43.8	46.1	0.244	11.1	23.7
BKN	BKN vs. IND	10/29/2021	W	48	48.7	0.539	17.6	22.4	44.1	0.247	13.9	29.8
ORL	ORL @ TOR	10/29/2021	L	48	56.3	0.184	18.1	34.7	55.2	0.256	8.6	23.9
TOR	TOR vs. ORL	10/29/2021	W	48	55.2	0.256	8.6	23.9	56.3	0.184	18.1	34.7
CLE	CLE @ LAL	10/29/2021	L	48	49.4	0.253	16.1	38.5	61.9	0.119	23.4	46.2
DAL	DAL @ DEN	10/29/2021	L	48	34.6	0.346	15.2	12.3	58.4	0.157	19.8	23.8
LAL	LAL vs. CLE	10/29/2021	W	48	61.9	0.119	23.4	46.2	49.4	0.253	16.1	38.5
POR	POR vs. LAC	10/29/2021	W	48	51.5	0.163	13.9	34.4	47.7	0.184	13.1	12.3
CHA	CHA @ MIA	10/29/2021	L	48	46.1	0.244	11.1	23.7	52.2	0.209	18.2	43.8
IND	IND @ BKN	10/29/2021	L	48	44.1	0.247	13.9	29.8	48.7	0.539	17.6	22.4
SAC	SAC @ NOP	10/29/2021	W	48	55.6	0.313	13.9	12.2	47.4	0.255	9.9	30.2
UTA	UTA @ HOU	10/28/2021	W	48	57.6	0.353	19.2	35.6	37.4	0.242	10.6	21.2
PHI	PHI vs. DET	10/28/2021	W	48	57.9	0.316	21.2	28.2	48.3	0.314	14.1	27.3
NYK	NYK @ CHI	10/28/2021	W	48	52.4	0.235	13.8	27.1	49.4	0.262	7.4	16.3
DET	DET @ PHI	10/28/2021	L	48	48.3	0.314	14.1	27.3	57.9	0.316	21.2	28.2
GSW	GSW vs. MEM	10/28/2021	L	53	51.1	0.133	21.3	20.8	46.4	0.144	16.5	27.6
MEM	MEM @ GSW	10/28/2021	W	53	46.4	0.144	16.5	27.6	51.1	0.133	21.3	20.8
HOU	HOU vs. UTA	10/28/2021	L	48	37.4	0.242	10.6	21.2	57.6	0.353	19.2	35.6
ATL	ATL @ WAS	10/28/2021	L	48	58.0	0.159	12.9	13.6	53.0	0.212	8.9	30.9
WAS	WAS vs. ATL	10/28/2021	W	48	53.0	0.212	8.9	30.9	58.0	0.159	12.9	13.6
SAS	SAS @ DAL	10/28/2021	L	48	51.1	0.170	15.6	28.3	56.2	0.146	13.5	26.9
DAL	DAL vs. SAS	10/28/2021	W	48	56.2	0.146	13.5	26.9	51.1	0.170	15.6	28.3
CHI	CHI vs. NYK	10/28/2021	L	48	49.4	0.262	7.4	16.3	52.4	0.235	13.8	27.1
SAC	SAC @ PHX	10/27/2021	W	48	52.1	0.158	12.0	23.2	48.4	0.258	10.8	32.7
TOR	TOR vs. IND	10/27/2021	W	48	53.0	0.190	12.4	43.1	54.4	0.215	23.7	35.7
NOP	NOP vs. ATL	10/27/2021	L	48	48.9	0.097	10.5	25.9	45.8	0.177	11.6	36.2
MIA	MIA @ BKN	10/27/2021	W	48	43.8	0.271	14.7	35.0	47.1	0.165	15.5	11.3
CHA	CHA @ ORL	10/27/2021	W	48	60.2	0.289	16.7	29.3	57.4	0.148	18.6	28.9
POR	POR vs. MEM	10/27/2021	W	48	55.4	0.369	14.1	30.0	45.3	0.198	22.0	43.3
ORL	ORL vs. CHA	10/27/2021	L	48	57.4	0.148	18.6	28.9	60.2	0.289	16.7	29.3
MIN	MIN @ MIL	10/27/2021	W	48	54.4	0.187	17.0	32.7	48.4	0.221	9.0	27.6
ATL	ATL @ NOP	10/27/2021	W	48	45.8	0.177	11.6	36.2	48.9	0.097	10.5	25.9
WAS	WAS @ BOS	10/27/2021	W	48	56.5	0.345	16.0	36.4	49.4	0.329	13.1	27.5
IND	IND @ TOR	10/27/2021	L	48	54.4	0.215	23.7	35.7	53.0	0.190	12.4	43.1
PHX	PHX vs. SAC	10/27/2021	L	48	48.4	0.258	10.8	32.7	52.1	0.158	12.0	23.2
LAC	LAC vs. CLE	10/27/2021	L	48	40.8	0.149	14.6	20.0	42.6	0.333	21.9	38.0
BKN	BKN vs. MIA	10/27/2021	L	48	47.1	0.165	15.5	11.3	43.8	0.271	14.7	35.0
MIL	MIL vs. MIN	10/27/2021	L	48	48.4	0.221	9.0	27.6	54.4	0.187	17.0	32.7
MEM	MEM @ POR	10/27/2021	L	48	45.3	0.198	22.0	43.3	55.4	0.369	14.1	30.0
OKC	OKC vs. LAL	10/27/2021	W	48	58.7	0.337	15.2	26.1	56.0	0.152	16.3	25.0
LAL	LAL @ OKC	10/27/2021	L	48	56.0	0.152	16.3	25.0	58.7	0.337	15.2	26.1
CLE	CLE @ LAC	10/27/2021	W	48	42.6	0.333	21.9	38.0	40.8	0.149	14.6	20.0
BOS	BOS vs. WAS	10/27/2021	L	48	49.4	0.329	13.1	27.5	56.5	0.345	16.0	36.4
SAS	SAS vs. LAL	10/26/2021	L	53	50.5	0.204	13.8	26.9	51.4	0.210	10.9	23.2
GSW	GSW @ OKC	10/26/2021	W	48	55.4	0.217	15.2	22.2	48.8	0.198	14.3	21.6
UTA	UTA vs. DEN	10/26/2021	W	48	58.8	0.341	13.9	28.9	56.6	0.289	12.7	18.2
OKC	OKC vs. GSW	10/26/2021	L	48	48.8	0.198	14.3	21.6	55.4	0.217	15.2	22.2
NYK	NYK vs. PHI	10/26/2021	W	48	56.3	0.172	16.0	34.0	51.2	0.207	16.1	26.1
LAL	LAL @ SAS	10/26/2021	W	53	51.4	0.210	10.9	23.2	50.5	0.204	13.8	26.9
PHI	PHI @ NYK	10/26/2021	L	48	51.2	0.207	16.1	26.1	56.3	0.172	16.0	34.0
HOU	HOU @ DAL	10/26/2021	L	48	51.2	0.302	16.2	24.1	52.7	0.269	14.3	26.9
DAL	DAL vs. HOU	10/26/2021	W	48	52.7	0.269	14.3	26.9	51.2	0.302	16.2	24.1
DEN	DEN @ UTA	10/26/2021	L	48	56.6	0.289	12.7	18.2	58.8	0.341	13.9	28.9
IND	IND vs. MIL	10/25/2021	L	48	52.2	0.189	17.8	28.0	54.7	0.365	13.3	15.2
MIN	MIN vs. NOP	10/25/2021	L	48	42.8	0.300	10.8	23.8	50.6	0.264	19.8	34.0
LAC	LAC vs. POR	10/25/2021	W	48	54.8	0.204	14.8	14.0	42.4	0.212	26.3	18.5
ATL	ATL vs. DET	10/25/2021	W	48	57.8	0.233	15.4	33.3	48.9	0.198	13.6	21.2
NOP	NOP @ MIN	10/25/2021	W	48	50.6	0.264	19.8	34.0	42.8	0.300	10.8	23.8
BOS	BOS @ CHA	10/25/2021	W	53	58.9	0.248	10.4	24.5	53.9	0.272	12.4	27.4
MIL	MIL @ IND	10/25/2021	W	48	54.7	0.365	13.3	15.2	52.2	0.189	17.8	28.0
CLE	CLE @ DEN	10/25/2021	W	48	50.6	0.244	16.5	23.4	45.9	0.140	22.4	30.9
DEN	DEN vs. CLE	10/25/2021	L	48	45.9	0.140	22.4	30.9	50.6	0.244	16.5	23.4
WAS	WAS @ BKN	10/25/2021	L	48	39.5	0.211	11.5	23.8	47.9	0.181	8.7	14.8
CHI	CHI @ TOR	10/25/2021	W	48	55.6	0.272	13.4	14.3	55.4	0.241	21.2	42.2
TOR	TOR vs. CHI	10/25/2021	L	48	55.4	0.241	21.2	42.2	55.6	0.272	13.4	14.3
ORL	ORL @ MIA	10/25/2021	L	48	48.1	0.235	18.2	25.5	50.6	0.218	11.3	21.7
DET	DET @ ATL	10/25/2021	L	48	48.9	0.198	13.6	21.2	57.8	0.233	15.4	33.3
BKN	BKN vs. WAS	10/25/2021	W	48	47.9	0.181	8.7	14.8	39.5	0.211	11.5	23.8
MIA	MIA vs. ORL	10/25/2021	W	48	50.6	0.218	11.3	21.7	48.1	0.235	18.2	25.5
CHA	CHA vs. BOS	10/25/2021	L	53	53.9	0.272	12.4	27.4	58.9	0.248	10.4	24.5
POR	POR @ LAC	10/25/2021	L	48	42.4	0.212	26.3	18.5	54.8	0.204	14.8	14.0
ORL	ORL @ NYK	10/24/2021	W	48	47.7	0.386	12.6	25.5	43.5	0.250	11.7	29.4
GSW	GSW @ SAC	10/24/2021	W	48	51.0	0.247	7.0	29.1	57.6	0.151	18.8	27.7
LAL	LAL vs. MEM	10/24/2021	W	48	63.1	0.262	16.7	26.2	51.5	0.180	16.8	43.9
BOS	BOS @ HOU	10/24/2021	W	48	52.9	0.233	11.9	20.4	52.0	0.320	20.2	17.4
MEM	MEM @ LAL	10/24/2021	L	48	51.5	0.180	16.8	43.9	63.1	0.262	16.7	26.2
BKN	BKN vs. CHA	10/24/2021	L	48	48.9	0.138	16.7	20.0	51.1	0.202	11.9	26.9
SAC	SAC vs. GSW	10/24/2021	L	48	57.6	0.151	18.8	27.7	51.0	0.247	7.0	29.1
NYK	NYK vs. ORL	10/24/2021	L	48	43.5	0.250	11.7	29.4	47.7	0.386	12.6	25.5
PHI	PHI @ OKC	10/24/2021	W	48	56.3	0.227	12.4	26.5	52.4	0.226	11.3	19.6
CHA	CHA @ BKN	10/24/2021	W	48	51.1	0.202	11.9	26.9	48.9	0.138	16.7	20.0
HOU	HOU vs. BOS	10/24/2021	L	48	52.0	0.320	20.2	17.4	52.9	0.233	11.9	20.4
OKC	OKC vs. PHI	10/24/2021	L	48	52.4	0.226	11.3	19.6	56.3	0.227	12.4	26.5
DAL	DAL @ TOR	10/23/2021	W	48	49.5	0.198	9.7	29.3	46.5	0.271	12.9	29.1
MIA	MIA @ IND	10/23/2021	L	53	43.4	0.154	20.4	26.3	44.3	0.216	15.1	26.2
DET	DET @ CHI	10/23/2021	L	48	41.5	0.170	23.0	28.6	48.2	0.226	12.7	14.0
SAS	SAS vs. MIL	10/23/2021	L	48	53.5	0.061	12.6	26.9	62.0	0.265	21.4	25.6
POR	POR vs. PHX	10/23/2021	W	48	65.4	0.181	8.8	22.2	53.4	0.169	13.7	16.3
CLE	CLE vs. ATL	10/23/2021	W	48	45.5	0.303	10.3	26.8	43.4	0.152	9.3	31.7
PHX	PHX @ POR	10/23/2021	L	48	53.4	0.169	13.7	16.3	65.4	0.181	8.8	22.2
IND	IND vs. MIA	10/23/2021	W	53	44.3	0.216	15.1	26.2	43.4	0.154	20.4	26.3
MEM	MEM @ LAC	10/23/2021	W	48	55.0	0.278	11.1	32.7	50.0	0.172	7.1	31.0
MIL	MIL @ SAS	10/23/2021	W	48	62.0	0.265	21.4	25.6	53.5	0.061	12.6	26.9
CHI	CHI vs. DET	10/23/2021	W	48	48.2	0.226	12.7	14.0	41.5	0.170	23.0	28.6
ATL	ATL @ CLE	10/23/2021	L	48	43.4	0.152	9.3	31.7	45.5	0.303	10.3	26.8
NOP	NOP @ MIN	10/23/2021	L	48	39.9	0.258	28.6	41.0	46.9	0.104	18.9	28.8
LAC	LAC vs. MEM	10/23/2021	L	48	50.0	0.172	7.1	31.0	55.0	0.278	11.1	32.7
MIN	MIN vs. NOP	10/23/2021	W	48	46.9	0.104	18.9	28.8	39.9	0.258	28.6	41.0
TOR	TOR vs. DAL	10/23/2021	L	48	46.5	0.271	12.9	29.1	49.5	0.198	9.7	29.3
CLE	CLE vs. CHA	10/22/2021	L	48	56.5	0.238	17.9	18.6	59.9	0.187	17.0	29.5
UTA	UTA @ SAC	10/22/2021	W	48	50.0	0.256	18.4	33.3	43.4	0.212	14.6	34.4
